ID,team_id,country,team_code,confederation_name,region_name,tournament_id,tournament_name,year,matches_played,total_goals,stage_reached
WC-1986_CAN,T-12,Canada,CAN,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1986,1986 FIFA Men's World Cup,1986,3,0,group stage
WC-1986_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,4,10,round of 16
WC-1986_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,5,7,quarter-finals
WC-1986_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,7,12,third-place match
WC-1986_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,3,2,group stage
WC-1986_IRQ,T-39,Iraq,IRQ,Asian Football Confederation,Middle East,WC-1986,1986 FIFA Men's World Cup,1986,3,1,group stage
WC-1986_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,4,5,round of 16
WC-1986_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1986,1986 FIFA Men's World Cup,1986,5,6,quarter-finals
WC-1986_MAR,T-47,Morocco,MAR,Confederation of African Football,Africa,WC-1986,1986 FIFA Men's World Cup,1986,4,3,round of 16
WC-1986_NIR,T-52,Northern Ireland,NIR,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,3,2,group stage
WC-1986_PRY,T-55,Paraguay,PRY,South American Football Confederation,South America,WC-1986,1986 FIFA Men's World Cup,1986,4,4,round of 16
WC-1986_POL,T-57,Poland,POL,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,4,1,round of 16
WC-1986_PRT,T-58,Portugal,PRT,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,3,2,group stage
WC-1986_SCO,T-64,Scotland,SCO,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,3,1,group stage
WC-1986_KOR,T-71,South Korea,KOR,Asian Football Confederation,East Asia,WC-1986,1986 FIFA Men's World Cup,1986,3,4,group stage
WC-1986_SUN,T-72,Soviet Union,SUN,Union of European Football Associations,"Europe, Asia",WC-1986,1986 FIFA Men's World Cup,1986,4,12,round of 16
WC-1986_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,5,11,quarter-finals
WC-1986_URY,T-84,Uruguay,URY,South American Football Confederation,South America,WC-1986,1986 FIFA Men's World Cup,1986,4,2,round of 16
WC-1986_DEU,T-86,West Germany,DEU,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,7,8,final
WC-1990_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-1990,1990 FIFA Men's World Cup,1990,7,5,final
WC-1990_AUT,T-05,Austria,AUT,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,3,2,group stage
WC-1990_BEL,T-06,Belgium,BEL,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,4,6,round of 16
WC-1990_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1990,1990 FIFA Men's World Cup,1990,4,4,round of 16
WC-1990_CMR,T-11,Cameroon,CMR,Confederation of African Football,Africa,WC-1990,1990 FIFA Men's World Cup,1990,5,7,quarter-finals
WC-1990_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-1990,1990 FIFA Men's World Cup,1990,4,4,round of 16
WC-1990_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-1990,1990 FIFA Men's World Cup,1990,4,4,round of 16
WC-1990_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,5,10,quarter-finals
WC-1990_EGY,T-26,Egypt,EGY,Confederation of African Football,Africa,WC-1990,1990 FIFA Men's World Cup,1990,3,1,group stage
WC-1990_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,7,8,third-place match
WC-1990_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,7,10,third-place match
WC-1990_NLD,T-48,Netherlands,NLD,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,4,3,round of 16
WC-1990_IRL,T-60,Republic of Ireland,IRL,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,5,2,quarter-finals
WC-1990_ROU,T-61,Romania,ROU,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,4,4,round of 16
WC-1990_SCO,T-64,Scotland,SCO,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,3,2,group stage
WC-1990_KOR,T-71,South Korea,KOR,Asian Football Confederation,East Asia,WC-1990,1990 FIFA Men's World Cup,1990,3,1,group stage
WC-1990_SUN,T-72,Soviet Union,SUN,Union of European Football Associations,"Europe, Asia",WC-1990,1990 FIFA Men's World Cup,1990,3,4,group stage
WC-1990_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,4,6,round of 16
WC-1990_SWE,T-74,Sweden,SWE,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,3,3,group stage
WC-1990_ARE,T-82,United Arab Emirates,ARE,Asian Football Confederation,Middle East,WC-1990,1990 FIFA Men's World Cup,1990,3,2,group stage
WC-1990_USA,T-83,United States,USA,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1990,1990 FIFA Men's World Cup,1990,3,2,group stage
WC-1990_URY,T-84,Uruguay,URY,South American Football Confederation,South America,WC-1990,1990 FIFA Men's World Cup,1990,4,2,round of 16
WC-1990_DEU,T-86,West Germany,DEU,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,7,15,final
WC-1990_YUG,T-87,Yugoslavia,YUG,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,5,8,quarter-finals
WC-1994_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-1994,1994 FIFA Men's World Cup,1994,4,8,round of 16
WC-1994_BEL,T-06,Belgium,BEL,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,4,4,round of 16
WC-1994_BOL,T-07,Bolivia,BOL,South American Football Confederation,South America,WC-1994,1994 FIFA Men's World Cup,1994,3,1,group stage
WC-1994_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1994,1994 FIFA Men's World Cup,1994,7,11,final
WC-1994_BGR,T-10,Bulgaria,BGR,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,7,10,third-place match
WC-1994_CMR,T-11,Cameroon,CMR,Confederation of African Football,Africa,WC-1994,1994 FIFA Men's World Cup,1994,3,3,group stage
WC-1994_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-1994,1994 FIFA Men's World Cup,1994,3,4,group stage
WC-1994_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,5,9,quarter-finals
WC-1994_GRC,T-33,Greece,GRC,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,3,0,group stage
WC-1994_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,7,8,final
WC-1994_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1994,1994 FIFA Men's World Cup,1994,4,4,round of 16
WC-1994_MAR,T-47,Morocco,MAR,Confederation of African Football,Africa,WC-1994,1994 FIFA Men's World Cup,1994,3,2,group stage
WC-1994_NLD,T-48,Netherlands,NLD,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,5,8,quarter-finals
WC-1994_NGA,T-50,Nigeria,NGA,Confederation of African Football,Africa,WC-1994,1994 FIFA Men's World Cup,1994,4,7,round of 16
WC-1994_NOR,T-53,Norway,NOR,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,3,1,group stage
WC-1994_IRL,T-60,Republic of Ireland,IRL,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,4,2,round of 16
WC-1994_ROU,T-61,Romania,ROU,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,5,10,quarter-finals
WC-1994_RUS,T-62,Russia,RUS,Union of European Football Associations,"Europe, Asia",WC-1994,1994 FIFA Men's World Cup,1994,3,7,group stage
WC-1994_SAU,T-63,Saudi Arabia,SAU,Asian Football Confederation,Middle East,WC-1994,1994 FIFA Men's World Cup,1994,4,5,round of 16
WC-1994_KOR,T-71,South Korea,KOR,Asian Football Confederation,East Asia,WC-1994,1994 FIFA Men's World Cup,1994,3,4,group stage
WC-1994_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,5,10,quarter-finals
WC-1994_SWE,T-74,Sweden,SWE,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,7,15,third-place match
WC-1994_CHE,T-75,Switzerland,CHE,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,4,5,round of 16
WC-1994_USA,T-83,United States,USA,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1994,1994 FIFA Men's World Cup,1994,4,3,round of 16
WC-1998_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-1998,1998 FIFA Men's World Cup,1998,5,10,quarter-finals
WC-1998_AUT,T-05,Austria,AUT,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,3,3,group stage
WC-1998_BEL,T-06,Belgium,BEL,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,3,3,group stage
WC-1998_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1998,1998 FIFA Men's World Cup,1998,7,14,final
WC-1998_BGR,T-10,Bulgaria,BGR,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,3,1,group stage
WC-1998_CMR,T-11,Cameroon,CMR,Confederation of African Football,Africa,WC-1998,1998 FIFA Men's World Cup,1998,3,2,group stage
WC-1998_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1998,1998 FIFA Men's World Cup,1998,4,5,round of 16
WC-1998_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-1998,1998 FIFA Men's World Cup,1998,3,1,group stage
WC-1998_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,7,11,third-place match
WC-1998_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,5,9,quarter-finals
WC-1998_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,4,7,round of 16
WC-1998_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,7,15,final
WC-1998_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,5,8,quarter-finals
WC-1998_IRN,T-38,Iran,IRN,Asian Football Confederation,Middle East,WC-1998,1998 FIFA Men's World Cup,1998,3,2,group stage
WC-1998_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,5,8,quarter-finals
WC-1998_JAM,T-43,Jamaica,JAM,"Confederation of North, Central American and Caribbean Association Football",Caribbean,WC-1998,1998 FIFA Men's World Cup,1998,3,3,group stage
WC-1998_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-1998,1998 FIFA Men's World Cup,1998,3,1,group stage
WC-1998_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1998,1998 FIFA Men's World Cup,1998,4,8,round of 16
WC-1998_MAR,T-47,Morocco,MAR,Confederation of African Football,Africa,WC-1998,1998 FIFA Men's World Cup,1998,3,5,group stage
WC-1998_NLD,T-48,Netherlands,NLD,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,7,13,third-place match
WC-1998_NGA,T-50,Nigeria,NGA,Confederation of African Football,Africa,WC-1998,1998 FIFA Men's World Cup,1998,4,6,round of 16
WC-1998_NOR,T-53,Norway,NOR,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,4,5,round of 16
WC-1998_PRY,T-55,Paraguay,PRY,South American Football Confederation,South America,WC-1998,1998 FIFA Men's World Cup,1998,4,3,round of 16
WC-1998_ROU,T-61,Romania,ROU,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,4,4,round of 16
WC-1998_SAU,T-63,Saudi Arabia,SAU,Asian Football Confederation,Middle East,WC-1998,1998 FIFA Men's World Cup,1998,3,2,group stage
WC-1998_SCO,T-64,Scotland,SCO,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,3,2,group stage
WC-1998_ZAF,T-70,South Africa,ZAF,Confederation of African Football,Africa,WC-1998,1998 FIFA Men's World Cup,1998,3,3,group stage
WC-1998_KOR,T-71,South Korea,KOR,Asian Football Confederation,East Asia,WC-1998,1998 FIFA Men's World Cup,1998,3,2,group stage
WC-1998_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,3,8,group stage
WC-1998_TUN,T-79,Tunisia,TUN,Confederation of African Football,Africa,WC-1998,1998 FIFA Men's World Cup,1998,3,1,group stage
WC-1998_USA,T-83,United States,USA,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1998,1998 FIFA Men's World Cup,1998,3,1,group stage
WC-1998_YUG,T-87,Yugoslavia,YUG,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,4,5,round of 16
WC-2002_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-2002,2002 FIFA Men's World Cup,2002,3,2,group stage
WC-2002_BEL,T-06,Belgium,BEL,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,4,6,round of 16
WC-2002_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-2002,2002 FIFA Men's World Cup,2002,7,18,final
WC-2002_CMR,T-11,Cameroon,CMR,Confederation of African Football,Africa,WC-2002,2002 FIFA Men's World Cup,2002,3,2,group stage
WC-2002_CHN,T-14,China,CHN,Asian Football Confederation,East Asia,WC-2002,2002 FIFA Men's World Cup,2002,3,0,group stage
WC-2002_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2002,2002 FIFA Men's World Cup,2002,3,5,group stage
WC-2002_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,3,2,group stage
WC-2002_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,4,5,round of 16
WC-2002_ECU,T-25,Ecuador,ECU,South American Football Confederation,South America,WC-2002,2002 FIFA Men's World Cup,2002,3,2,group stage
WC-2002_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,5,6,quarter-finals
WC-2002_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,3,0,group stage
WC-2002_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,7,14,final
WC-2002_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,4,5,round of 16
WC-2002_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2002,2002 FIFA Men's World Cup,2002,4,5,round of 16
WC-2002_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-2002,2002 FIFA Men's World Cup,2002,4,4,round of 16
WC-2002_NGA,T-50,Nigeria,NGA,Confederation of African Football,Africa,WC-2002,2002 FIFA Men's World Cup,2002,3,1,group stage
WC-2002_PRY,T-55,Paraguay,PRY,South American Football Confederation,South America,WC-2002,2002 FIFA Men's World Cup,2002,4,6,round of 16
WC-2002_POL,T-57,Poland,POL,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,3,3,group stage
WC-2002_PRT,T-58,Portugal,PRT,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,3,6,group stage
WC-2002_IRL,T-60,Republic of Ireland,IRL,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,4,6,round of 16
WC-2002_RUS,T-62,Russia,RUS,Union of European Football Associations,"Europe, Asia",WC-2002,2002 FIFA Men's World Cup,2002,3,4,group stage
WC-2002_SAU,T-63,Saudi Arabia,SAU,Asian Football Confederation,Middle East,WC-2002,2002 FIFA Men's World Cup,2002,3,0,group stage
WC-2002_SEN,T-65,Senegal,SEN,Confederation of African Football,Africa,WC-2002,2002 FIFA Men's World Cup,2002,5,7,quarter-finals
WC-2002_SVN,T-69,Slovenia,SVN,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,3,2,group stage
WC-2002_ZAF,T-70,South Africa,ZAF,Confederation of African Football,Africa,WC-2002,2002 FIFA Men's World Cup,2002,3,5,group stage
WC-2002_KOR,T-71,South Korea,KOR,Asian Football Confederation,East Asia,WC-2002,2002 FIFA Men's World Cup,2002,7,8,third-place match
WC-2002_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,5,10,quarter-finals
WC-2002_SWE,T-74,Sweden,SWE,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,4,5,round of 16
WC-2002_TUN,T-79,Tunisia,TUN,Confederation of African Football,Africa,WC-2002,2002 FIFA Men's World Cup,2002,3,1,group stage
WC-2002_TUR,T-80,Turkey,TUR,Union of European Football Associations,"Europe, Asia",WC-2002,2002 FIFA Men's World Cup,2002,7,10,third-place match
WC-2002_USA,T-83,United States,USA,"Confederation of North, Central American and Caribbean Association Football",North America,WC-2002,2002 FIFA Men's World Cup,2002,5,7,quarter-finals
WC-2002_URY,T-84,Uruguay,URY,South American Football Confederation,South America,WC-2002,2002 FIFA Men's World Cup,2002,3,4,group stage
WC-2006_AGO,T-02,Angola,AGO,Confederation of African Football,Africa,WC-2006,2006 FIFA Men's World Cup,2006,3,1,group stage
WC-2006_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-2006,2006 FIFA Men's World Cup,2006,5,11,quarter-finals
WC-2006_AUS,T-04,Australia,AUS,Asian Football Confederation,Oceania,WC-2006,2006 FIFA Men's World Cup,2006,4,5,round of 16
WC-2006_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-2006,2006 FIFA Men's World Cup,2006,5,10,quarter-finals
WC-2006_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2006,2006 FIFA Men's World Cup,2006,3,3,group stage
WC-2006_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage
WC-2006_CZE,T-20,Czech Republic,CZE,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,3,3,group stage
WC-2006_ECU,T-25,Ecuador,ECU,South American Football Confederation,South America,WC-2006,2006 FIFA Men's World Cup,2006,4,5,round of 16
WC-2006_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,5,6,quarter-finals
WC-2006_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,7,9,final
WC-2006_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,7,14,third-place match
WC-2006_GHA,T-32,Ghana,GHA,Confederation of African Football,Africa,WC-2006,2006 FIFA Men's World Cup,2006,4,4,round of 16
WC-2006_IRN,T-38,Iran,IRN,Asian Football Confederation,Middle East,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage
WC-2006_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,7,12,final
WC-2006_CIV,T-42,Ivory Coast,CIV,Confederation of African Football,Africa,WC-2006,2006 FIFA Men's World Cup,2006,3,5,group stage
WC-2006_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage
WC-2006_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-2006,2006 FIFA Men's World Cup,2006,4,5,round of 16
WC-2006_NLD,T-48,Netherlands,NLD,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,4,3,round of 16
WC-2006_PRY,T-55,Paraguay,PRY,South American Football Confederation,South America,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage
WC-2006_POL,T-57,Poland,POL,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage
WC-2006_PRT,T-58,Portugal,PRT,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,7,7,third-place match
WC-2006_SAU,T-63,Saudi Arabia,SAU,Asian Football Confederation,Middle East,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage
WC-2006_SCG,T-67,Serbia and Montenegro,SCG,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage
WC-2006_KOR,T-71,South Korea,KOR,Asian Football Confederation,East Asia,WC-2006,2006 FIFA Men's World Cup,2006,3,3,group stage
WC-2006_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,4,9,round of 16
WC-2006_SWE,T-74,Sweden,SWE,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,4,3,round of 16
WC-2006_CHE,T-75,Switzerland,CHE,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,4,4,round of 16
WC-2006_TGO,T-77,Togo,TGO,Confederation of African Football,Africa,WC-2006,2006 FIFA Men's World Cup,2006,3,1,group stage
WC-2006_TTO,T-78,Trinidad and Tobago,TTO,"Confederation of North, Central American and Caribbean Association Football",Caribbean,WC-2006,2006 FIFA Men's World Cup,2006,3,0,group stage
WC-2006_TUN,T-79,Tunisia,TUN,Confederation of African Football,Africa,WC-2006,2006 FIFA Men's World Cup,2006,3,3,group stage
WC-2006_UKR,T-81,Ukraine,UKR,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,5,5,quarter-finals
WC-2006_USA,T-83,United States,USA,"Confederation of North, Central American and Caribbean Association Football",North America,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage
WC-2010_DZA,T-01,Algeria,DZA,Confederation of African Football,Africa,WC-2010,2010 FIFA Men's World Cup,2010,3,0,group stage
WC-2010_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-2010,2010 FIFA Men's World Cup,2010,5,10,quarter-finals
WC-2010_AUS,T-04,Australia,AUS,Asian Football Confederation,Oceania,WC-2010,2010 FIFA Men's World Cup,2010,3,3,group stage
WC-2010_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-2010,2010 FIFA Men's World Cup,2010,5,9,quarter-finals
WC-2010_CMR,T-11,Cameroon,CMR,Confederation of African Football,Africa,WC-2010,2010 FIFA Men's World Cup,2010,3,2,group stage
WC-2010_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-2010,2010 FIFA Men's World Cup,2010,4,3,round of 16
WC-2010_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,3,group stage
WC-2010_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,4,3,round of 16
WC-2010_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,1,group stage
WC-2010_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,7,16,third-place match
WC-2010_GHA,T-32,Ghana,GHA,Confederation of African Football,Africa,WC-2010,2010 FIFA Men's World Cup,2010,5,5,quarter-finals
WC-2010_GRC,T-33,Greece,GRC,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,2,group stage
WC-2010_HND,T-35,Honduras,HND,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2010,2010 FIFA Men's World Cup,2010,3,0,group stage
WC-2010_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,4,group stage
WC-2010_CIV,T-42,Ivory Coast,CIV,Confederation of African Football,Africa,WC-2010,2010 FIFA Men's World Cup,2010,3,4,group stage
WC-2010_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2010,2010 FIFA Men's World Cup,2010,4,4,round of 16
WC-2010_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-2010,2010 FIFA Men's World Cup,2010,4,4,round of 16
WC-2010_NLD,T-48,Netherlands,NLD,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,7,12,final
WC-2010_NZL,T-49,New Zealand,NZL,Oceania Football Confederation,Oceania,WC-2010,2010 FIFA Men's World Cup,2010,3,2,group stage
WC-2010_NGA,T-50,Nigeria,NGA,Confederation of African Football,Africa,WC-2010,2010 FIFA Men's World Cup,2010,3,3,group stage
WC-2010_PRK,T-51,North Korea,PRK,Asian Football Confederation,East Asia,WC-2010,2010 FIFA Men's World Cup,2010,3,1,group stage
WC-2010_PRY,T-55,Paraguay,PRY,South American Football Confederation,South America,WC-2010,2010 FIFA Men's World Cup,2010,5,3,quarter-finals
WC-2010_PRT,T-58,Portugal,PRT,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,4,7,round of 16
WC-2010_SRB,T-66,Serbia,SRB,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,2,group stage
WC-2010_SVK,T-68,Slovakia,SVK,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,4,5,round of 16
WC-2010_SVN,T-69,Slovenia,SVN,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,3,group stage
WC-2010_ZAF,T-70,South Africa,ZAF,Confederation of African Football,Africa,WC-2010,2010 FIFA Men's World Cup,2010,3,3,group stage
WC-2010_KOR,T-71,South Korea,KOR,Asian Football Confederation,East Asia,WC-2010,2010 FIFA Men's World Cup,2010,4,6,round of 16
WC-2010_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,7,8,final
WC-2010_CHE,T-75,Switzerland,CHE,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,1,group stage
WC-2010_USA,T-83,United States,USA,"Confederation of North, Central American and Caribbean Association Football",North America,WC-2010,2010 FIFA Men's World Cup,2010,4,5,round of 16
WC-2010_URY,T-84,Uruguay,URY,South American Football Confederation,South America,WC-2010,2010 FIFA Men's World Cup,2010,7,11,third-place match
WC-2014_DZA,T-01,Algeria,DZA,Confederation of African Football,Africa,WC-2014,2014 FIFA Men's World Cup,2014,4,7,round of 16
WC-2014_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-2014,2014 FIFA Men's World Cup,2014,7,8,final
